abaisser
consonner
conspirer
conspuer
constater
consteller
conster
consterner
constiper
constituer
constitutionnaliser
construire
consulter
consumer
contacter
contagionner
containériser
contaminer
contemner
contempler
conteneuriser
contenir
contenter
conter
contern'en
contester
contexter
contingenter
continuer
contorsionner
contourner
contracter
contractualiser
contracturer
contraindre
contraposer
contrarier
contraster
contre-accuser
contre-attaquer
contre-bouter
contre-braquer
contre-brasser
contre-buter
contre-calquer
contre-changer
contre-dégager
contre-dénoncer
contre-doubler
contre-écarteler
contre-écharner
contre-enquêter
contre-espionner
contre-estamper
contre-expertiser
contre-indiquer
contre-investir
contre-jauger
contre-latter
contre-mailler
contre-manifester
contre-miner
contre-mouler
contre-murer
contre-passer
contre-percer
contre-peser
contre-planter
contre-plaquer
contre-pousser
contre-profiler
contre-sceller
contre-sempler
contre-tailler
contre-tenir
contre-tirer
contre-valider
contre-virer
contrebalancer
contrebattre
contrebuter
contrecarrer
contrecoller
contredire
contredoubler
contrefaire
contrefiche
contreficher
contrefoutre
contremander
contremarcher
contremarquer
contreminer
contrepointer
contrer
contresigner
contretyper
contrevenir
contreventer
contribuer
contrister
contrit
contrôler
controuver
controverser
contusionner
convaincre
convenir
conventionner
conventualiser
converger
converser
convertir
convier
convoiter
convoler
convoquer
convoyer
convulser
convulsionner
coobliger
cooccuper
coopérer
coopter
coordonner
coorganiser
copartager
coparticiper
copermuter
copier
copiner
copolycondenser
copolymériser
coposséder
coprésider
coproduire
copser
copter
copublier
copuler
copyrighter
coqueliner
coquelucher
coquer
coqueriquer
coqueter
coquiller
corailler
cordager
cordeler
corder
cordonner
coréaliser
cornancher
cornaquer
cornemuser
corner
corneter
coroniser
corporifier
corporiser
correctionaliser
correctionnaliser
correler
corréler
correspondre
corriger
corroborer
corroder
corrompre
corroyer
corser
corseter
cortéger
corticaliser
cosigner
cosmétiquer
cosser
costumer
coter
cotillonner
cotir
cotiser
cotonner
côtoyer
couaquer
couarder
couchailler
coucher
couchoter
coucouer
coucouler
couder
coudoyer
coudre
coudrer
couillonner
couiner
couler
coulisser
coupailler
coupeller
couper
couperoser
coupeter
coupler
coupleter
couponner
courailler
courbattre
courbaturer
courber
courbetter
courcailler
courirencore
courir
couronner
courre
courroucer
courser
court-bouillonner
court-circuiter
courtauder
courtiser
cousiner
coussiner
couteler
coûter
couturer
couver
couvrir
covarier
coxer
craboter
cracher
crachiner
crachoter
crachouiller
crailler
craindre
cramer
craminer
cramoisir
cramper
cramponner
crampser
cramser
craner
crâner
crânoter
cranter
crapahuter
crapaüter
crapser
crapuler
craquanter
craqueler
craquer
craqueter
crasher
crasser
cratériser
craticuler
cratoniser
cravacher
cravater
crawler
crayonner
créancer
crécher
crédibiliser
créditer
créer
crématiser
crémer
créneler
créner
créoliser
créosoter
crêpeler
crêper
crépiner
crépir
crépiter
crespeler
crésyler
crételer
crêter
crétiniser
creuser
crevasser
crever
criailler
cribler
crier
criminaliser
criquer
criser
crisper
crisser
cristalliser
criticailler
critiquer
croasser
crocher
crocheter
croire
croiser
croître
crôler
cronir
crônir
croquer
croskiller
crosser
crotoniser
crotter
crouler
crounir
croupionner
croupir
crouponner
croustiller
croûter
croûtonner
crucifier
cryoappliquer
cryobroyer
cryocautériser
cryocoaguler
cryoconcentrer
cryodécaper
cryoébarber
cryoextraire
cryofixer
cryogéniser
cryomarquer
cryomasser
cryopomper
cryosorber
crypter
cryptographier
cuber
cueiller
cueillir
cuider
cuirasser
cuire
cuisiner
cuiter
cuivrer
culasser
culbuter
culer
culminer
culotter
culpabiliser
cultiver
cumuler
curariser
curer
cureter
curetter
customiser
cutiniser
cuveler
cuver
cyaner
cyaniser
cyanoser
cyanurer
cybernétiser
cycler
cycliser
cycloner
cylindrer
cymbaler
dactylocoder
dactylographier
daguer
daguerréotyper
daigner
dailler
daller
damasquiner
damasser
damer
damner
damouritiser
dandiner
danser
dansoter
dansotter
darder
darsonvaliser
dater
dauber
dauffer
déactiver
déafférenter
dealer
déambuler
déankyloser
débâcher
débâcler
débagouler
débaguer
débâillonner
débalancer
déballaster
déballer
déballonner
débalourder
débanaliser
débander
débanquer
débaptiser
débarbariser
débarboter
débarbouiller
débarder
débarouler
débarquer
débarrasser
débarrer
débarricader
débastiller
débâter
débâtir
débattre
débaucher
débauger
débêcher
débecquer
débecqueter
débecter
débelgiciser
débenzoler
débenzoyler
débéqueter
débéquiller
débêtir
débétonner
débeurrer
débieller
débiffer
débiliser
débiliter
débillarder
débiller
débiner
débiter
débitter
débitumer
débituminer
déblanchir
déblatérer
déblayer
débleuir
déblinder
déblondir
débloquer
débobiner
déboetter
déboiser
déboîter
débonder
débondonner
déborder
débosseler
débosser
débotteler
débotter
déboucher
déboucler
débouillir
débouler
déboulonner
débouquer
débourber
débourgeoiser
débourrer
débourser
déboussoler
débouter
déboutonner
débraguetter
débrailler
débraiser
débrancher
débraser
débrayer
débrider
débriefer
débringuer
débriser
débrocher
débromer
débronzer
débrouiller
débroussailler
débrunir
débrutaliser
débruter
débrutir
débucher
débûcher
débudgéter
débudgétiser
débuller
débureaucratiser
débusquer
débutaniser
débuter
débutter
décabillotter
décabosser
décacheter
décadenasser
décadrer
décaféiner
décaféiniser
décager
décailler
décaisser
décalaminer
décalcariser
décalcifier
décaler
décalfater
décalorifuger
décalotter
décalquer
décalver
décambuter
décamper
décanadianiser
décanailler
décaniller
décanner
décanoniser
décanter
décantonner
décantrer
décaoutchouter
décapeler
décaper
décapitaliser
décapiter
décapitonner
décapoter
décapsuler
décapuchonner
décarbonater
décarboniser
décarbonyler
décarboxyler
décarburer
décarcasser
décarcérer
décarêmer
décarniser
décarotter
décarpiller
décarreler
décarrer
décartelliser
décartonner
décaser
décaserner
décataloguer
décatégoriser
décatholiciser
décatir
décauser
décavaillonner
décaver
décéder
déceindre
déceler
décélérer
décentraliser
décentrer
décercler
décérébeller
décérébrer
décerner
décerveler
décesser
décevoir
déchagriner
déchaîner
déchalasser
déchaler
déchanter
déchaper
déchaperonner
déchaptaliser
décharançonner
décharger
décharner
déchasser
déchatonner
déchauler
déchaumer
déchausser
décher
décheveler
déchevêtrer
décheviller
déchiffonner
déchiffrer
déchiqueter
déchirer
déchlorer
déchlorurer
déchoir
déchoquer
déchristianiser
déchromer
décibler
décider
déciler
déciller
décimaliser
décimer
décintrer
décirer
déciviliser
déclamer
déclancher
déclarer
déclasser
déclassifier
déclaveter
déclencher
déclergifier
décléricaliser
déclimater
décliner
déclinquer
décliquer
décliqueter
décliver
déclocher
décloisonner
décloîtrer
déclore
déclôturer
déclouer
décoaguler
décocaïniser
décocher
décoconner
décocter
décoder
décodifier
décoeurer
décoffrer
décogner
décohérer
décoiffer
décoincer
décolérer
décoller
décolleter
décolmater
décoloniser
décolorer
décombler
décombrer
décommander
décommettre
décommuniser
décompacter
décompartimenter
décompenser
décompléter
décomplexer
décompliquer
décomposer
décompresser
décomprimer
décompter
déconcentrer
déconcerter
décondamner
déconditionner
déconfessionnaliser
déconfire
déconforter
décongeler
décongestionner
déconnecter
déconner
déconnoter
déconsacrer
déconseiller
déconsidérer
déconsigner
déconsolider
déconstiper
déconstitutionaliser
déconstitutionnaliser
déconstruire
décontaminer
décontenancer
décontextualiser
décontracter
décontracturer
décontrôler
déconventionner
décoordonner
décoquer
décoquiller
décorder
décorer
décorner
décortiquer
décoter
décotter
découcher
découdre
